,clean_msg,target,char_count,word_count,digit_count,question_count,exclamation_count,dollar_count,cap_ratio,unique_words,repitition_factor,sentiment
1425,yes saw message,0,33,3,0,0,0,0,0.030303030303030304,3,1.0,0.4019
1426,like list second,0,41,3,0,0,0,0,0.024390243902439025,3,1.0,0.3612
1427,,0,5,0,0,0,0,0,0.2,0,,0.0
1428,thing good got exam march live done revision fran still boy live gotta interview exeter bit worried,0,126,17,1,2,1,0,0.7777777777777778,16,1.0625,0.1779
1429,tell make little spreadsheet track whose idea smoke determine smoke much entire month february come,0,166,15,0,0,0,0,0.012048192771084338,14,1.0714285714285714,0.0
1430,sale arsenal dartboard good condition double treble,1,71,7,0,0,1,0,0.028169014084507043,7,1.0,0.4404
1431,look back building coat want get sick hurry home wear coat gym,0,141,12,0,0,3,0,0.014184397163120567,11,1.0909090909090908,-0.4588
1432,painful personal thought always try keep everybody happy time nobody recognises alone,0,122,12,0,0,0,0,0.02459016393442623,12,1.0,-0.0516
1433,thanks lovely wish rock,0,38,4,0,0,0,0,0.05263157894736842,4,1.0,0.8555
1434,intrepid duo great time see soon,0,62,6,0,0,1,0,0.03225806451612903,6,1.0,0.6249
1435,asked sen come chennai search job,0,47,6,0,0,0,0,0.02127659574468085,6,1.0,0.0
1436,dad went order,0,21,3,0,0,0,0,0.047619047619047616,3,1.0,0.0
1437,jus hope true mission really mission done anything feel guilty yet,0,115,11,0,0,1,0,0.017391304347826087,10,1.1,0.4404
1438,wat late still early may jul dinner aida dunno,0,71,9,1,0,0,0,0.04225352112676056,9,1.0,0.0
1439,arm fine cardiff uni,0,33,4,0,1,0,0,0.06060606060606061,4,1.0,0.2023
1440,fact leave think addie back school tues wed,0,72,8,0,1,0,0,0.027777777777777776,8,1.0,-0.0516
1441,cool breeze bright sun fresh flower twittering bird waiting wish woodworking amp nice day,0,132,14,0,0,0,0,0.21212121212121213,14,1.0,0.9001
1442,going restaurant,0,26,2,0,0,0,0,0.038461538461538464,2,1.0,0.0
1443,ask know,0,38,2,0,1,0,0,0.02631578947368421,2,1.0,0.0
1444,free week entry texted chance win page ipod £<num> cash every text pod <num> tic wwwtextpodnet custard <num>,1,140,18,25,0,0,1,0.12142857142857143,17,1.0588235294117647,0.8442
1445,ducking chinchilla,0,25,2,0,0,0,0,0.04,2,1.0,0.0
1446,marriage function,0,27,2,0,0,0,0,0.037037037037037035,2,1.0,0.0
1447,look like getting redstart leaving bout wish desperate company could head earlier join meet summer,0,159,15,3,0,0,0,0.012578616352201259,15,1.0,0.6249
1448,give flying monkey wot think certainly mind friend mine,0,103,9,0,0,1,0,0.02912621359223301,9,1.0,0.6808
1449,registered option subscriber draw £<num> gift voucher entered receipt correct <num> whats bic chart,1,141,14,10,0,0,1,0.0425531914893617,14,1.0,0.4404
1450,say thanks,0,12,2,1,0,0,0,0.0,2,1.0,0.4404
1451,mag rating come,0,25,3,0,0,0,0,0.04,3,1.0,0.0
1452,taking practical lesson start june,0,64,5,0,1,1,0,0.03125,5,1.0,0.0
1453,good need drug,0,33,3,0,0,0,0,0.06060606060606061,3,1.0,0.4404
1454,stupidity possible,0,23,2,0,0,0,0,0.043478260869565216,2,1.0,-0.4404
1455,decide faster going home liao,0,52,5,0,0,0,0,0.019230769230769232,5,1.0,0.0
1456,summer finally fancy chat flirt sexy single area get matched reply summer free join output text stop help<num>,1,159,18,12,1,1,0,0.15723270440251572,17,1.0588235294117647,0.7717
1457,sleeping going take hama got say wat online checking replying mail,0,104,11,0,1,0,0,0.04807692307692308,11,1.0,0.0
1458,claire born time alone wanna cum unite chat <num> hope lug claire xxx calls£<num>minmoremobsemspobox<num>po<num>wa,1,153,14,19,1,0,1,0.1830065359477124,13,1.0769230769230769,0.2263
1459,fighting world easy either win lose fighting close difficult lose lose win still lose,0,149,14,1,0,0,0,0.006711409395973154,9,1.5555555555555556,-0.7003
1460,bought one ringtone getting text costing pound offering tone etc,1,81,10,1,0,0,0,0.012345679012345678,10,1.0,0.0
1461,yalu stone chick inn bundle lye ali hall bill marriageprogram edge lye yet chikkuali large meow meow,0,144,17,0,0,0,0,0.020833333333333332,15,1.1333333333333333,0.0
1462,kinda first one get twelve aah speak,0,51,7,0,0,1,0,0.0784313725490196,7,1.0,0.0
1463,<num> urgent mobile <num>xxxxxxxxx £<num> bonus caller prize <num> attempt reach call <num> asap,1,152,14,35,0,4,1,0.09868421052631579,12,1.1666666666666667,0.8271
1464,good later come find lucky told earlier later apple take finish,0,111,11,0,0,0,0,0.02702702702702703,10,1.1,0.6908
1465,wat make fall actually quite prone fall lucky dad home ask come fetch already,0,131,14,1,0,0,0,0.022900763358778626,13,1.0769230769230769,0.4703
1466,<num> guaranteed latest nokia phone page ipod mph player £<num> prize text recollect no<num> tell nyasa <num>pmt msgrcvd<num>,1,158,18,27,0,2,1,0.189873417721519,18,1.0,0.5106
1467,account refilled successfully ltdecimalgt keralacircle prepaid account balance ltdecimalgt transaction list,0,174,11,0,0,0,0,0.16091954022988506,9,1.2222222222222223,0.4939
1468,wont touch permission,0,42,3,0,0,0,0,0.023809523809523808,3,1.0,0.0
1469,lucy hubby meeting day fri alone hotel fancy cumin plus leave mag day <num> lucy calls£<num>minmobsmorelkpobox<num>hp<num>fl,1,160,16,18,1,0,1,0.15625,14,1.1428571428571428,-0.296
1470,wonder world eth eth style eth smile eth personality ord nature sims lovely friendship good morning dear,0,151,17,8,0,0,0,0.13245033112582782,14,1.2142857142857142,0.9287
1471,take small dose tablet fever,0,37,5,0,0,0,0,0.02702702702702703,5,1.0,0.0
1472,must taken real valentine shopping first,0,61,6,0,0,0,0,0.11475409836065574,6,1.0,0.0
1473,sent email address income right,0,72,5,0,1,0,0,0.013888888888888888,5,1.0,0.0
1474,gonna blake night might able get little early,0,93,8,0,1,0,0,0.021505376344086023,8,1.0,0.0
1475,friendship game play word say start march end may tomorrow yesterday today,0,141,12,0,0,0,0,0.0425531914893617,12,1.0,0.6486
1476,nice withhold texting right gonna pay ticket know,0,85,8,0,1,1,0,0.03529411764705882,8,1.0,0.34
1477,watching lot dis aft wan meet dinner site,0,78,8,2,1,0,0,0.02564102564102564,8,1.0,0.0
1478,keeping away like,0,33,3,0,0,0,0,0.030303030303030304,3,1.0,0.3612
1479,think far find check google map place dorm,0,90,8,0,0,0,0,0.022222222222222223,8,1.0,0.0
1480,trip quite tiring uni start today taking module jus concentrating final project,0,147,12,1,0,0,0,0.013605442176870748,12,1.0,0.0
1481,always saying help,0,33,3,0,1,0,0,0.030303030303030304,3,1.0,0.4019
1482,guy browsing compulsory,0,32,3,0,0,0,0,0.03125,3,1.0,0.0
1483,,0,5,0,0,0,0,0,0.2,0,,0.0
1484,purity friendship two smiling reading forwarded message smiling seeing name god eng must,0,149,13,0,0,0,0,0.020134228187919462,12,1.0833333333333333,0.875
1485,sorry call later,0,22,3,0,0,0,0,0.09090909090909091,3,1.0,-0.0772
1486,add really care cannot least get dude fuck hey money want,0,132,11,0,0,0,0,0.022727272727272728,11,1.0,0.0754
1487,hello lover new job happy think wake slave send teasing kiss across sea,0,154,13,0,4,1,0,0.03896103896103896,13,1.0,0.875
1488,told number gotham,0,31,3,0,0,0,0,0.03225806451612903,3,1.0,0.0772
1489,tell need investigate anywhere,0,51,4,0,0,0,0,0.0196078431372549,4,1.0,0.0
1490,jul receive,0,18,2,0,0,0,0,0.05555555555555555,2,1.0,0.0
1491,cant believe said many thing morning really wanted say good morning love beautiful morning see library later,0,172,17,0,0,1,0,0.01744186046511628,15,1.1333333333333333,0.9055
1492,account credited free text message activate text word credit <num> www<num>biz,1,130,11,13,0,0,0,0.13076923076923078,10,1.1,0.8126
1493,end might still vomit okay everything come,0,76,7,0,0,0,0,0.02631578947368421,7,1.0,0.2263
1494,money money int thing,0,78,4,0,0,1,0,0.02564102564102564,3,1.3333333333333333,0.0
1495,everything weather keep extra warm cold nothing serious plus lot vitamin,0,112,11,0,0,0,0,0.03571428571428571,11,1.0,0.5142
1496,hey gal anyone going driving centre tar,0,58,7,0,1,0,0,0.034482758620689655,7,1.0,0.0
1497,always yahoo messenger send message ill get may send mobile mode ill get reply,0,158,14,0,0,0,0,0.0189873417721519,11,1.2727272727272727,-0.6808
1498,putting ready latimer,0,59,3,0,0,0,0,0.1016949152542373,3,1.0,0.3612
1499,time smile two crucial thing life sometimes time make forget smile sometimes someone smile make forget time god noon,0,154,19,0,0,0,0,0.01948051948051948,12,1.5833333333333333,0.7003
1500,sims energy high may know channel day leadership skill strong psychic reply question end reply end,1,154,16,2,2,0,0,0.12987012987012986,14,1.1428571428571428,0.6597
1501,hosted linux system,0,34,3,0,0,0,0,0.14705882352941177,3,1.0,0.0
1502,hot live fantasy call <num> per min ltd box <num> croydon cry <num> national rate call,1,122,16,23,0,0,0,0.23770491803278687,13,1.2307692307692308,-0.4767
1503,whats plan,0,26,2,0,1,0,0,0.038461538461538464,2,1.0,0.0
1504,ill list,0,31,2,0,0,0,0,0.03225806451612903,2,1.0,-0.4215
1505,god almost home,0,26,3,0,0,0,0,0.11538461538461539,3,1.0,0.2732
1506,total video converter free download type google search,0,64,8,0,0,0,0,0.015625,8,1.0,0.5106
1507,thanks vote sing along star karaoke mobile free link reply sing,1,121,11,0,0,0,0,0.10743801652892562,10,1.1,0.7351
1508,wen lovable bum angry int take seriously coz angry childish true way showing deep affection care lug method manga nice day,0,179,21,0,0,1,0,0.01675977653631285,20,1.05,0.7717
1509,sound like something someone testing would say,0,56,7,0,0,0,0,0.017857142857142856,7,1.0,0.3612
1510,love someone done make love much love much done want loved anyone except god nit,0,148,15,0,0,0,0,0.033783783783783786,11,1.3636363636363635,0.9633
1511,peter phone still jenny college leannewhat,0,90,6,0,2,0,0,0.044444444444444446,6,1.0,0.0
1512,oops sorry check mind picking half eight station would,0,110,9,0,1,0,0,0.02727272727272727,9,1.0,-0.0772
1513,hey sweet wondering moment might come want send file someone yahoo connection suck remember set page download format disc could tell know way download big file download stuff directly internet help would great prey teasing kiss,0,458,36,0,4,0,0,0.015283842794759825,33,1.0909090909090908,0.8658
1514,hows champ leaving glasgow,0,36,4,0,0,1,0,0.027777777777777776,4,1.0,0.4767
1515,bestcongrats,0,28,1,0,0,0,0,0.03571428571428571,1,1.0,0.0
1516,wonder get text,0,33,3,0,1,0,0,0.030303030303030304,3,1.0,0.0
1517,need come home give good login,0,51,6,0,0,0,0,0.0196078431372549,6,1.0,0.4404
1518,brand new mobile music service live free music player arrive shortly install phone browse content top artist,1,157,17,0,0,0,0,0.01910828025477707,16,1.0625,0.6249
1519,shall ask one thing done mistake,0,45,6,0,0,0,0,0.022222222222222223,6,1.0,-0.34
1520,check correct spelling sarcasm,0,37,4,0,0,0,0,0.05405405405405406,4,1.0,-0.2263
1521,urgent mobile awarded £<num> bonus caller prize <num> attempt contact call <num> box<num>qu national rate,1,158,15,23,0,3,1,0.16455696202531644,14,1.0714285714285714,0.8834
1522,angry happen dear,0,39,3,0,0,0,0,0.05128205128205128,3,1.0,-0.1779
1523,dun hint forum already told ron darren going tell shufu,0,96,10,2,0,0,0,0.020833333333333332,10,1.0,0.0
1524,yup,0,15,1,0,0,0,0,0.06666666666666667,1,1.0,0.0
1525,hit employee,0,29,2,0,1,0,0,0.034482758620689655,2,1.0,0.0
1526,plus plus find aunt nike,0,32,5,0,0,0,0,0.03125,4,1.25,0.0
1527,wow love soon much know barely stand wonder day well love think miss,0,152,13,0,1,1,0,0.03289473684210526,12,1.0833333333333333,0.9287
1528,screaming mean shouting,0,29,3,0,0,0,0,0.034482758620689655,3,1.0,-0.3818
1529,hey happen alright,0,36,3,0,0,0,0,0.05555555555555555,3,1.0,0.25
1530,picked receipt something earlier,0,54,4,0,0,0,0,0.037037037037037035,4,1.0,0.0
1531,think chennai well settled,0,29,4,0,1,0,0,0.034482758620689655,4,1.0,0.2732
1532,dang mean send low,0,47,4,0,0,3,0,0.06382978723404255,4,1.0,-0.2732
1533,unfortunately found pick sister airport evening think going try one,0,172,10,0,0,0,0,0.011627906976744186,10,1.0,-0.34
1534,horrible hungry,0,32,2,0,0,0,0,0.0625,2,1.0,-0.5423
1535,remember day,0,22,2,0,0,0,0,0.045454545454545456,2,1.0,0.0
1536,nokia <num>i get win free auction take part send nokia <num> hgsuite<num>lands roww<num>jhl,1,150,13,16,0,0,0,0.12,12,1.0833333333333333,0.7964
1537,feel real valentine valentine even tho hardly play,0,91,8,0,1,2,0,0.054945054945054944,7,1.1428571428571428,0.2748
1538,sound good finger make difficult type,0,53,6,0,0,0,0,0.05660377358490566,6,1.0,0.1027
1539,midnight earliest,0,24,2,0,0,0,0,0.041666666666666664,2,1.0,0.0
1540,sure trying make xavier smoke want smoke told smoke much,0,121,10,0,1,0,0,0.03305785123966942,8,1.25,0.3818
1541,come nostrum done,0,36,3,0,0,0,0,0.027777777777777776,3,1.0,0.0
1542,know real friendship going expel use mag every selling mag wrong still read without mistake goodnight amp nice sleepwear dream,0,212,20,0,0,0,0,0.23113207547169812,19,1.0526315789473684,0.409
1543,press conference,0,25,2,0,0,0,0,0.04,2,1.0,0.0
1544,hello orange month free access game news sport plus free text photo message reply yes term apply wwworangecoukow,1,156,18,5,0,0,0,0.04487179487179487,17,1.0588235294117647,0.8519
1545,completed degree use joining finance,0,59,5,0,0,0,0,0.03389830508474576,5,1.0,0.0
1546,good afternoon love job prospect missing lazy bleak hmm happy filled love,0,155,12,0,5,1,0,0.03870967741935484,11,1.0909090909090908,0.926
1547,shaft disturb anymore via,0,37,4,0,0,0,0,0.05405405405405406,4,1.0,-0.4019
1548,bashan lar nearer need buy early buy gotta park car,0,79,10,0,0,0,0,0.02531645569620253,9,1.1111111111111112,0.0
1549,done know,0,24,2,0,0,0,0,0.041666666666666664,2,1.0,0.0
1550,dude sex snake got old maiden got buff,0,50,8,0,0,0,0,0.04,7,1.1428571428571428,0.0
1551,say get back south tampa preferably egger,0,75,7,0,0,0,0,0.013333333333333334,7,1.0,0.0
1552,mag jus said thanks gift,0,41,5,0,0,0,0,0.04878048780487805,5,1.0,0.7003
1553,,0,8,0,0,0,0,0,0.125,0,,0.0
1554,dear call chichi,0,36,3,0,0,0,0,0.05555555555555555,3,1.0,0.3818
1555,yeah tote wanna,0,31,3,0,1,0,0,0.06451612903225806,3,1.0,0.296
1556,found dis pierre cardin one look normal cost sale,0,73,9,2,0,0,0,0.0136986301369863,9,1.0,0.0
1557,good sleep rhythm person establish rhythm body learn use want know,0,127,11,0,0,0,0,0.023622047244094488,10,1.1,0.4939
1558,wat,0,14,1,0,1,0,0,0.07142857142857142,1,1.0,0.0
1559,message truro hospital ext phone phone side,0,97,7,0,0,0,0,0.061855670103092786,6,1.1666666666666667,0.0
1560,single line big meaning miss anything best life miss best life anything god,0,123,13,1,0,0,0,0.04065040650406504,9,1.4444444444444444,0.8519
1561,got gas money chance gang want grand nature adventure,0,92,9,0,1,0,0,0.010869565217391304,9,1.0,0.765
1562,int worse ice piece cloth jackal take tablet,0,63,8,1,0,0,0,0.015873015873015872,8,1.0,-0.4767
1563,dude saw parked car sunroof popped sex,0,58,7,0,0,0,0,0.034482758620689655,7,1.0,0.0
1564,get ready put excellent sub face,0,46,6,0,0,0,0,0.021739130434782608,6,1.0,0.7351
1565,term finishing door,0,26,3,1,0,0,0,0.07692307692307693,3,1.0,0.0
1566,list saw day ago guy want sell wifi list list blanked,0,143,11,1,0,0,0,0.013986013986013986,9,1.2222222222222223,0.0772
1567,late,0,29,1,0,0,0,0,0.06896551724137931,1,1.0,0.0
1568,whatever pretty pissed,0,31,3,0,0,0,0,0.0,3,1.0,-0.25
1569,today accept day accept brother sister lover dear best close lvblefrnd stand catered lifpartnr beloved sweetheart stand reply mean enemy,0,156,20,3,1,0,0,0.16666666666666666,18,1.1111111111111112,0.9633
1570,done much image class,0,37,4,0,0,0,0,0.02702702702702703,4,1.0,0.0
1571,got rumour going buy apartment chennai,0,63,6,0,0,0,0,0.015873015873015872,6,1.0,0.0
1572,near katrina officethenampet,0,33,3,0,0,0,0,0.030303030303030304,3,1.0,0.0
1573,casablanca currently pound maximize cashing send <num> <num>pmsg <num> hgsuite<num>lands roww<num>j<num>hl,1,145,11,28,0,0,0,0.09655172413793103,10,1.1,0.0
1574,sims auction brand new nokia <num> auction today auction free join take part text nokia <num> hgsuite<num>lands roww<num>j<num>hl,1,149,18,17,0,3,0,0.2684563758389262,14,1.2857142857142858,0.6705
1575,catching show afternoon watching wan watch today tar,0,104,8,1,0,0,0,0.019230769230769232,8,1.0,0.0
1576,sound hama jim fast liao,0,58,5,0,0,0,0,0.06896551724137931,5,1.0,0.0
1577,nosy guess reacting freaked,0,62,4,0,1,0,0,0.0967741935483871,4,1.0,-0.296
1578,remember hurt day satanic imposter mended pay price may destiny keep going said pray get mind get,0,184,17,0,0,0,0,0.005434782608695652,16,1.0625,-0.3612
1579,make girl happy difficult make girl happy need friend companion lover chef list good listener list organizer list good boyfriend list clean list sympathetic list athletic list warm list courageous list determined list true list dependable list intelligent list psychologist list pest exterminator list psychiatrist list healer list stylist list driver anime pudding venom,0,611,54,4,1,0,0,0.04582651391162029,33,1.6363636363636365,0.9884
1580,princess bet broth chasing,0,61,4,0,1,1,0,0.03278688524590164,4,1.0,0.0
1581,shall book chez jules half eight,0,62,6,0,1,0,0,0.016129032258064516,6,1.0,0.0
1582,hhahhaahahah roll whf big leonardo room something,0,64,7,0,0,0,0,0.015625,7,1.0,0.0
1583,yep derek house see sunday ltd,0,47,6,1,0,0,0,0.0425531914893617,6,1.0,0.296
1584,cool let know kick around list day,0,92,7,0,0,0,0,0.021739130434782608,7,1.0,0.3182
1585,sorry call later,0,22,3,0,0,0,0,0.09090909090909091,3,1.0,-0.0772
1586,wondering would okay call uncle john let know thing nigeria list dollar year sent know strain plan pay back every dime give every dime expect anything practical something like,0,338,29,1,0,0,0,0.011834319526627219,26,1.1153846153846154,0.4215
1587,charge transfer charge withdraw anyhow like,0,86,6,0,0,0,0,0.011627906976744186,5,1.2,0.3612
1588,done search love let love find called falling love coz done force fall know someone hold bill,0,159,17,0,0,0,0,0.08176100628930817,14,1.2142857142857142,0.9186
1589,let bill miller,0,30,3,1,0,0,0,0.06666666666666667,3,1.0,0.0
1590,love set soul fire spark flame big raring flame,0,105,9,0,0,0,0,0.06666666666666667,8,1.125,0.5719
1591,somewhat someone surely made god decided perfect time make meet dat person till den enjoy crush,0,148,16,1,0,3,0,0.02702702702702703,16,1.0,0.8756
1592,honeymoon outfit,0,30,2,0,0,0,0,0.03333333333333333,2,1.0,0.0
1593,help propose going back tomorrow,0,52,5,0,0,0,0,0.019230769230769232,5,1.0,0.4019
1594,private <num> account statement show unredeemed point call <num> identifier code <num> expires <num>,1,136,14,29,0,1,0,0.125,11,1.2727272727272727,0.0
1595,never blame day life good day give happiness bad day give experience essential life god blessing good morning,0,152,18,0,0,2,0,0.039473684210526314,13,1.3846153846153846,0.9049
1596,plus confirm time collect cheque,0,43,5,0,0,0,0,0.023255813953488372,5,1.0,0.0
1597,registered subscriber draw £<num> gift voucher entered receipt correct next olympics text <num>,1,145,13,9,0,0,1,0.034482758620689655,13,1.0,0.4404
1598,urgent mobile number awarded £<num> prize guaranteed call <num> land line claim <num> valid ppm,1,143,15,24,0,1,1,0.14685314685314685,14,1.0714285714285714,0.7964
1599,daddy take good care,0,35,4,0,0,0,0,0.02857142857142857,4,1.0,0.7269
1600,yeah probably still gotta check leo,0,47,6,0,0,0,0,0.0425531914893617,6,1.0,0.296
1601,special,0,25,1,0,1,0,0,0.04,1,1.0,0.4019
1602,carlos taking sweet time usual let know patty constant smoke tell haul,0,127,12,0,0,0,0,0.015748031496062992,12,1.0,0.4588
1603,nothing problem,0,25,2,0,0,0,0,0.08,2,1.0,0.3089
1604,heard job going wildlife talk tonight want<num>come that<num>worzels sizzle whatever,0,142,10,2,2,1,0,0.02112676056338028,10,1.0,0.0
1605,god picked flower dippeditinadew lovingly touched itwhichturnedinto gifted tomeandsaidthis friend,0,128,10,1,0,0,0,0.1328125,10,1.0,0.8591
1606,came hostel,0,24,2,0,0,0,0,0.041666666666666664,2,1.0,0.0
1607,prob come lunch,0,43,3,0,0,0,0,0.046511627906976744,3,1.0,0.0
1608,jus telling dat leaving shanghai list instead time meet cha,0,99,10,4,0,0,0,0.010101010101010102,10,1.0,0.0
1609,freezing home yet remember kiss mon morning love think missing yet,0,152,11,0,6,0,0,0.039473684210526314,10,1.1,0.6597
1610,ready big day tomorrow,0,37,4,0,1,0,0,0.02702702702702703,4,1.0,0.3612
1611,probably around lot,0,32,3,0,0,0,0,0.03125,3,1.0,0.0
1612,,0,3,0,3,0,0,0,0.0,0,,0.0
1613,raking pro video club need help inforingtonekingcouk call <num> must club credit redeemable wwwringtonekingcouk enjoy,1,153,15,13,1,2,0,0.0718954248366013,14,1.0714285714285714,0.8176
1614,dude guy unite,0,28,3,1,1,0,0,0.03571428571428571,3,1.0,0.0
1615,see dey laugh meanwhile darling annie,0,55,6,0,0,1,0,0.03636363636363636,6,1.0,0.8126
1616,food,0,28,1,0,0,0,0,0.03571428571428571,1,1.0,0.0
1617,make sense bow carlos difficult guy gonna smoke pick second batch get gas,0,121,13,0,0,0,0,0.01652892561983471,13,1.0,-0.3612
1618,download bring app,0,29,3,0,1,0,0,0.034482758620689655,3,1.0,0.0
1619,guy kinda flaky one friend interested picking list worth tonight possible,0,115,11,1,0,0,1,0.008695652173913044,11,1.0,0.7605
1620,friend stay feb chat,0,39,4,0,0,0,0,0.02564102564102564,4,1.0,0.4939
1621,fuck babe miss voodoo much wish sleep bed lonely sleep dream love,0,154,12,0,0,2,0,0.03896103896103896,11,1.0909090909090908,0.3182
1622,living simple loving also simple laughing simple winning simple simple difficult god note,0,148,13,0,0,0,0,0.08108108108108109,9,1.4444444444444444,0.8779
1623,secret admirer looking make contact find reveal think specifically <num>,1,132,10,12,0,0,0,0.03787878787878788,10,1.0,0.4215
1624,well confuses thing,0,42,3,0,1,0,0,0.023809523809523808,3,1.0,-0.0516
1625,free text mug text <num> credit account,1,71,7,8,0,0,0,0.014084507042253521,6,1.1666666666666667,0.7096
1626,dear call urgent know whats problem want work problem least tell rating reply,0,156,13,0,0,0,0,0.038461538461538464,12,1.0833333333333333,-0.1779
1627,dear,0,25,1,0,1,0,0,0.08,1,1.0,0.3818
1628,selected stay top british hotel nothing holiday worth £<num> claim call london <num> swiss,1,146,14,23,0,2,1,0.15753424657534246,14,1.0,-0.2787
1629,yes princess want make happy,0,41,5,0,0,1,0,0.04878048780487805,5,1.0,0.7717
1630,sound like many talent would like dinner date next week,0,83,10,0,1,1,0,0.012048192771084338,9,1.1111111111111112,0.7783
1631,going film day sorry,0,45,4,2,0,0,0,0.06666666666666667,4,1.0,-0.0772
1632,watching movie already want shop shopping,0,73,6,1,0,0,0,0.0273972602739726,6,1.0,0.0772
1633,hello little party animal thought would buzz friend grin reminding loved send naughty adoring kiss,0,158,15,0,0,1,0,0.02531645569620253,15,1.0,0.9584
1634,yesterday going home,0,47,3,0,0,0,0,0.0425531914893617,3,1.0,0.0
1635,eerie nokia tone reply tone title <num> leg tone dracula <num> title ghost addams monster exorcist twilight wwwgetzedcouk pobox<num>w<num>wq,1,161,19,19,0,0,0,0.40993788819875776,15,1.2666666666666666,-0.5859
1636,come life brought sun shiny warming heart putting constant smile face making feel loved cared,0,159,15,0,0,0,0,0.025157232704402517,15,1.0,0.8689
1637,shit surprised went spent evening french guy met town fooled around bit let fuck,0,165,14,0,0,0,0,0.030303030303030304,14,1.0,-0.8316
1638,network allow company bill sims responsible supplier shop give guarantee sell,1,155,11,1,0,0,1,0.09032258064516129,11,1.0,0.6369
1639,great comedian stop laughing,0,37,4,0,0,0,0,0.02702702702702703,4,1.0,0.8271
1640,freemsgfeelin kinda hope like keep company got cam mob wanna pitt reply date <num> msg<num>p prev help <num> stop <num>,1,160,20,26,1,1,0,0.06875,18,1.1111111111111112,0.6518
1641,alright set text man,0,41,4,0,0,0,0,0.024390243902439025,4,1.0,0.25
1642,keen kind feel mind,0,136,4,0,2,0,0,0.014705882352941176,4,1.0,0.7096
1643,sleeping feeling well,0,24,3,0,0,0,0,0.041666666666666664,3,1.0,0.3818
1644,switch one dammit,0,35,3,0,0,2,0,0.7714285714285715,3,1.0,0.0
1645,india take lead,0,25,3,0,0,0,0,0.04,3,1.0,0.0
1646,ill post lar class,0,31,4,1,0,0,0,0.06451612903225806,4,1.0,-0.4215
1647,wat wright brother fly,0,36,4,0,0,0,0,0.08333333333333333,4,1.0,0.0
1648,evening good somewhat event laden fill worry head throat wrecked see six,0,130,12,0,0,1,0,0.03076923076923077,12,1.0,0.0
1649,laugh really loud talk spontaneously done care others feel probably dear amp best friend goodevening dear,0,156,16,0,0,0,0,0.10256410256410256,15,1.0666666666666667,0.9607
1650,laptop take,0,30,2,0,0,0,0,0.7666666666666667,2,1.0,0.0
1651,done file bag work called tell find anything room,0,118,9,0,0,0,0,0.00847457627118644,9,1.0,0.0
1652,wan early lei outside sun home early neva mind,0,82,9,0,0,0,0,0.036585365853658534,8,1.125,0.0
1653,chance win £<num> cash every text action <num> wwwmovietriviatv custard <num> <num>x<num>pwk,1,122,12,23,0,0,1,0.09836065573770492,11,1.0909090909090908,0.7003
1654,bug jul wat walking home order late reply saw top dat like din buy,0,144,14,0,1,0,0,0.034722222222222224,14,1.0,0.5106
1655,wishing family merry happy new year advance,0,73,7,0,0,0,0,0.1643835616438356,7,1.0,0.8442
1656,,0,22,0,1,0,0,0,0.045454545454545456,0,,0.0
1657,yes posted couple pic feb still snow outside waking,0,90,9,0,0,0,0,0.044444444444444446,9,1.0,0.4019
1658,one good partnership going take lead,0,61,6,0,0,0,0,0.01639344262295082,6,1.0,0.4404
1659,agent attempt contact £<num> call <num> <num> tcsbcm<num>wc<num>n<num>xx almost ppm mobilesvary max,1,146,12,35,0,2,2,0.17123287671232876,11,1.0909090909090908,0.0
1660,yeah class,0,28,2,0,1,0,0,0.03571428571428571,2,1.0,0.296
1661,send temple,0,42,2,0,0,0,0,0.047619047619047616,2,1.0,0.0
1662,coming home class right need work shower,0,75,7,0,1,1,0,0.02666666666666667,7,1.0,0.0
1663,looking saucy daytime fun win busty married woman free next week chat sort time <num> janine calls£<num>minmobsmorelkpobox<num>hp<num>fl,1,159,17,19,0,0,1,0.13836477987421383,17,1.0,0.886
1664,mostly like,0,27,2,0,0,0,0,0.037037037037037035,2,1.0,0.3612
1665,fan,0,13,1,0,0,0,0,0.07692307692307693,1,1.0,0.3182
1666,dunno late reach inside already ate tragedy gal laughing,0,129,9,0,0,0,0,0.023255813953488372,9,1.0,-0.2732
1667,guess spent last night phasing fourth dimension,0,73,7,0,0,0,0,0.0136986301369863,7,1.0,0.0
1668,dad gonna call get work ask crazy question,0,88,8,0,0,0,0,0.011363636363636364,8,1.0,-0.34
1669,debut said,0,27,2,0,0,0,0,0.1111111111111111,2,1.0,0.0
1670,hurting meaningful line ever compromised everything love end love compromised everything god morning,0,147,13,0,0,0,0,0.027210884353741496,10,1.3,0.8779
1671,monica,0,11,1,1,0,1,0,0.09090909090909091,1,1.0,0.0
1672,glad see reply,0,23,3,0,0,0,0,0.043478260869565216,3,1.0,0.4588
1673,urgent trying contact today draw show £<num> prize guaranteed call <num> land line claim valid,1,157,15,18,0,1,1,0.1464968152866242,15,1.0,0.6249
1674,monthly password moscow <num> use phone,1,73,6,6,0,0,0,0.0547945205479452,6,1.0,0.0
1675,nah dub still buff,0,25,4,0,0,0,0,0.04,4,1.0,-0.1027
1676,painful word thought happy toughest thing earth toughest acting happy unspoken pain inside,0,144,13,0,0,0,0,0.041666666666666664,11,1.1818181818181819,0.1531
1677,yeah fine get,0,49,3,1,1,1,1,0.04081632653061224,3,1.0,0.4588
